"","NOM_ENT","NOM_MUN","NOM_LOC","ALTITUD","POBTOT","lon_dd","lat_dd","CVE_EDO","CVE_MUN","CVE_LOC","COV_","COV_ID"
"83832","Nuevo Le,"Ju,"SAN MATEO","0408",170,-100.096388889,25.5277777778,"19","031","0073",83833,83832
"83833","Nuevo Le,"Ju,"SAN MATEO","0418",1,-100.095833333,25.5505555556,"19","031","0074",83834,83833
"83834","Nuevo Le,"Ju,"SAN PEDRO (DON PEDRO)","0371",21,-100.077777778,25.6238888889,"19","031","0075",83835,83834
"83835","Nuevo Le,"Ju,"SAN ROQUE","0480",213,-100.158611111,25.5991666667,"19","031","0077",83836,83835
"83836","Nuevo Le,"Ju,"BOSQUES DE LA SILLA (SANTA ANA DE ABAJO)","0468",340,-100.136944444,25.5530555556,"19","031","0079",83837,83836
"83837","Nuevo Le,"Ju,"SANTA ANA DE ARRIBA","0501",121,-100.16,25.5647222222,"19","031","0080",83838,83837
"83838","Nuevo Le,"Ju,"RANCHO DEL ABUELO","0389",2,-100.085277778,25.6086111111,"19","031","0081",83839,83838
"83839","Nuevo Le,"Ju,"SANTA SOF,"0445",5,-100.122222222,25.5530555556,"19","031","0085",83840,83839
"83840","Nuevo Le,"Ju,"LOS SALINAS","0415",25,-100.132222222,25.6391666667,"19","031","0094",83841,83840
"83841","Nuevo Le,"Ju,"ZIR,"0410",30,-100.130555556,25.6413888889,"19","031","0097",83842,83841
"83842","Nuevo Le,"Ju,"LA LUZ (LA POSTA)","0359",7,-100.073055556,25.6336111111,"19","031","0100",83843,83842
"83843","Nuevo Le,"Ju,"CALDER,"0410",231,-100.1125,25.6766666667,"19","031","0101",83844,83843
"83844","Nuevo Le,"Ju,"LAS LOMAS","0390",4,-100.098611111,25.6291666667,"19","031","0117",83845,83844
"83845","Nuevo Le,"Ju,"LOS CANELOS","0420",3,-100.114444444,25.6047222222,"19","031","0119",83846,83845
"83846","Nuevo Le,"Ju,"LOS CHAPOTES","0430",6,-100.125,25.5861111111,"19","031","0122",83847,83846
"83847","Nuevo Le,"Ju,"LA PAGUA","0389",9,-100.104166667,25.6366666667,"19","031","0126",83848,83847
"83848","Nuevo Le,"Ju,"EL CUATRO","0410",3,-100.104444444,25.6061111111,"19","031","0130",83849,83848
"83849","Nuevo Le,"Ju,"LA PAZ (CAMINO A LA PAZ)","0410",8,-100.12,25.6308333333,"19","031","0132",83850,83849
"83850","Nuevo Le,"Ju,"LOS REMATES (FRACCI,"0306",21,-100.001666667,25.6877777778,"19","031","0135",83851,83850
"83851","Nuevo Le,"Ju,"SAN JUAN","0449",4,-100.155555556,25.6288888889,"19","031","0137",83852,83851
"83852","Nuevo Le,"Ju,"NIDO","0377",15,-100.081666667,25.6236111111,"19","031","0145",83853,83852
"83853","Nuevo Le,"Ju,"LA ESCONDIDA","0393",9,-100.121666667,25.6491666667,"19","031","0151",83854,83853
"83854","Nuevo Le,"Ju,"VALLE DEL ENCINO","0421",4,-100.117777778,25.5952777778,"19","031","0159",83855,83854
"83855","Nuevo Le,"Ju,"LAS ALMAS (LA BORRADA)","0450",3,-100.148611111,25.6208333333,"19","031","0160",83856,83855
"83856","Nuevo Le,"Ju,"MONTEBELLO","0470",396,-100.16,25.6169444444,"19","031","0178",83857,83856
"83857","Nuevo Le,"Ju,"EL OFERT,"0400",4,-100.103055556,25.6261111111,"19","031","0183",83858,83857
"83858","Nuevo Le,"Ju,"ADER,"0354",7,-100.058055556,25.6227777778,"19","031","0184",83859,83858
"83859","Nuevo Le,"Ju,"EL NORTE","0418",2,-100.107222222,25.5819444444,"19","031","0187",83860,83859
"83860","Nuevo Le,"Ju,"NINGUNO","0380",2,-100.096666667,25.6344444444,"19","031","0189",83861,83860
"83861","Nuevo Le,"Ju,"QUINTA REGIA","0446",4,-100.13,25.5755555556,"19","031","0191",83862,83861
"83862","Nuevo Le,"Ju,"RA,"0482",2,-100.160277778,25.5830555556,"19","031","0193",83863,83862
"83863","Nuevo Le,"Ju,"PASO DE LOS INDIOS","0430",3,-100.121944444,25.5972222222,"19","031","0194",83864,83863
"83864","Nuevo Le,"Ju,"EL CAMPANARIO","0431",1,-100.126944444,25.5844444444,"19","031","0196",83865,83864
"83865","Nuevo Le,"Ju,"CASA BLANCA","0420",18,-100.1075,25.5297222222,"19","031","0197",83866,83865
"83866","Nuevo Le,"Ju,"LA TERQUEDAD","0444",2,-100.130277778,25.58,"19","031","0203",83867,83866
"83867","Nuevo Le,"Ju,"QUINTA RUTH","0390",2,-100.12,25.6516666667,"19","031","0204",83868,83867
"83868","Nuevo Le,"Ju,"BOSQUES DE SAN PEDRO","0524",1817,-100.179722222,25.6013888889,"19","031","0210",83869,83868
"83869","Nuevo Le,"Ju,"FRACCIONAMIENTO CAMPESTRE DEL PERIODISTA","0342",3,-100.053611111,25.695,"19","031","0212",83870,83869
"83870","Nuevo Le,"Ju,"KIL,"0446",5,-100.129166667,25.5738888889,"19","031","0215",83871,83870
"83871","Nuevo Le,"Ju,"H,"0414",5812,-100.126666667,25.6355555556,"19","031","0224",83872,83871
"83872","Nuevo Le,"Ju,"LOS HUERTOS","0400",40,-100.099444444,25.6202777778,"19","031","0225",83873,83872
"83873","Nuevo Le,"Ju,"ISMAEL FLORES","0370",489,-100.072222222,25.6238888889,"19","031","0227",83874,83873
"83874","Nuevo Le,"Ju,"EL POTRERO","0444",1,-100.13,25.5772222222,"19","031","0237",83875,83874
"83875","Nuevo Le,"Ju,"EL SOCORRO","0430",5,-100.116944444,25.5725,"19","031","0240",83876,83875
"83876","Nuevo Le,"Ju,"SAN ISIDRO","0366",5,-100.069444444,25.6252777778,"19","031","0243",83877,83876
"83877","Nuevo Le,"Ju,"SAN JOS,"0424",28,-100.12,25.5905555556,"19","031","0244",83878,83877
"83878","Nuevo Le,"Ju,"VALLE DE JU,"0442",1119,-100.158333333,25.6377777778,"19","031","0249",83879,83878
"83879","Nuevo Le,"Ju,"SAN VICENTE","0490",5,-100.163888889,25.6047222222,"19","031","0252",83880,83879
"83880","Nuevo Le,"Ju,"CARRICITOS","0461",145,-100.143055556,25.5752777778,"19","031","0257",83881,83880
"83881","Nuevo Le,"Ju,"SANTA ANITA","0420",5,-100.113888889,25.6041666667,"19","031","0258",83882,83881
"83882","Nuevo Le,"Ju,"MORALES","0390",1,-100.121111111,25.65,"19","031","0262",83883,83882
"83883","Nuevo Le,"Ju,"SAN MART,"0371",4,-100.08,25.6280555556,"19","031","0264",83884,83883
"83884","Nuevo Le,"Ju,"LA BARRANCA","0400",11,-100.096388889,25.6080555556,"19","031","0265",83885,83884
"83885","Nuevo Le,"Ju,"LA GRANADA","0430",45,-100.116111111,25.5588888889,"19","031","0267",83886,83885
"83886","Nuevo Le,"Ju,"LA GUADALUPANA","0420",2,-100.104444444,25.5588888889,"19","031","0271",83887,83886
"83887","Nuevo Le,"Ju,"EL GARABATAL DE LAS ALICIAS","0430",6,-100.114444444,25.5327777778,"19","031","0283",83888,83887
"83888","Nuevo Le,"Ju,"LA HERRADURA","0400",4,-100.106944444,25.6208333333,"19","031","0289",83889,83888
"83889","Nuevo Le,"Ju,"HACIENDA GARC,"0423",3,-100.105,25.5561111111,"19","031","0290",83890,83889
"83890","Nuevo Le,"Ju,"LOS PALACIOS","0380",3,-100.068611111,25.5263888889,"19","031","0291",83891,83890
"83891","Nuevo Le,"Ju,"CUATRO DE OCTUBRE","0379",4,-100.067222222,25.5244444444,"19","031","0292",83892,83891
"83892","Nuevo Le,"Ju,"QUINTA ELISA (SAN SIM,"0417",6,-100.107777778,25.5769444444,"19","031","0293",83893,83892
"83893","Nuevo Le,"Ju,"RANCHO DE HARO","0360",1,-100.069722222,25.6963888889,"19","031","0294",83894,83893
"83894","Nuevo Le,"Ju,"LA ESCONDIDA (RANCHO ZAMBRANO)","0400",3,-100.085,25.5377777778,"19","031","0295",83895,83894
"83895","Nuevo Le,"Ju,"LA SIERRA [DEPORTIVO]","0413",3,-100.109166667,25.6125,"19","031","0299",83896,83895
"83896","Nuevo Le,"Ju,"PROAVE","0420",5,-100.114722222,25.6083333333,"19","031","0301",83897,83896
"83897","Nuevo Le,"Ju,"LOS PINOLILLOS","0476",4,-100.148055556,25.5708333333,"19","031","0302",83898,83897
"83898","Nuevo Le,"Ju,"LA MAGUIRA","0468",3,-100.150555556,25.5958333333,"19","031","0303",83899,83898
"83899","Nuevo Le,"Ju,"LA SIBERIA (EL INDIO)","0494",1,-100.168611111,25.5886111111,"19","031","0304",83900,83899
"83900","Nuevo Le,"Ju,"EL EBANITO","0358",7,-100.075555556,25.6969444444,"19","031","0307",83901,83900
"83901","Nuevo Le,"Ju,"LOS NARANJOS","0460",34,-100.164166667,25.6297222222,"19","031","0310",83902,83901
"83902","Nuevo Le,"Ju,"MONTE KRISTAL","0450",5640,-100.156944444,25.6261111111,"19","031","0311",83903,83902
"83903","Nuevo Le,"Ju,"LA MAESTRANZA","0490",133,-100.168333333,25.6102777778,"19","031","0312",83904,83903
"83904","Nuevo Le,"Ju,"ARBOLEDAS DE SAN ROQUE","0458",25793,-100.143055556,25.6105555556,"19","031","0313",83905,83904
"83905","Nuevo Le,"Ju,"BAJ,"0440",8,-100.1325,25.5919444444,"19","031","0318",83906,83905
"83906","Nuevo Le,"Ju,"DIECIS,"0462",702,-100.15,25.5911111111,"19","031","0319",83907,83906
"83907","Nuevo Le,"Ju,"EL GAVIL,"0520",5,-100.175,25.5947222222,"19","031","0320",83908,83907
"83908","Nuevo Le,"Ju,"CAMINO A SAN MARCOS","0457",16,-100.138888889,25.5775,"19","031","0321",83909,83908
"83909","Nuevo Le,"Ju,"DOCE DE OCTUBRE","0367",289,-100.065833333,25.6233333333,"19","031","0325",83910,83909
"83910","Nuevo Le,"Ju,"CAMPESTRE EL SAUZ","0400",29,-100.086388889,25.5322222222,"19","031","0331",83911,83910
"83911","Nuevo Le,"Ju,"CARMEN JES","0380",5,-100.078055556,25.6125,"19","031","0333",83912,83911
"83912","Nuevo Le,"Ju,"MIRADOR DE LA MONTA,"0368",296,-100.063333333,25.6436111111,"19","031","0335",83913,83912
"83913","Nuevo Le,"Ju,"LA PONDEROSA","0440",3,-100.12,25.5225,"19","031","0339",83914,83913
